"email_address","institute_sr_no","email_seq","ZB Status","ZB Sub status","ZB Account","ZB Free Email"
"registrar@rgukt.in","168","4","do_not_mail","possible_trap","registrar","False"
"registrar@rmlau.ac.in","169","4","do_not_mail","possible_trap","registrar","False"
"registrar@rtu.ac.in","170","4","do_not_mail","possible_trap","registrar","False"
"registrar@ruhsraj.org","171","4","do_not_mail","possible_trap","registrar","False"
"registrar@satavahana.ac.in","172","4","do_not_mail","possible_trap","registrar","False"
"registrar@saurashtrauniversity.edu","173","4","do_not_mail","possible_trap","registrar","False"
"registrar@sbssugsp.ac.in","174","4","do_not_mail","possible_trap","registrar","False"
"registrar@sdau.edu.in","175","4","do_not_mail","possible_trap","registrar","False"
"registrar@sgbau.ac.in","176","4","do_not_mail","possible_trap","registrar","False"
"registrar@skuastkashmir.ac.in","177","4","do_not_mail","possible_trap","registrar","False"
"registrar@smvdu.net.in","178","4","do_not_mail","possible_trap","registrar","False"
"vc@smvdu.net.in","178","5","do_not_mail","disposable","vc","True"
"registrar@sndt.ac.in","179","4","do_not_mail","possible_trap","registrar","False"
"registrar@spmvv.ac.in","180","4","do_not_mail","possible_trap","registrar","False"
"registrar@spuvvn.edu","181","4","do_not_mail","possible_trap","registrar","False"
"registrar@srtmun.org","182","4","do_not_mail","possible_trap","registrar","False"
"registrar@ssus.ac.in","183","4","do_not_mail","possible_trap","registrar","False"
"registrar@svvedicuniversity.ac.in","184","4","do_not_mail","possible_trap","registrar","False"
"registrar@tanuvas.ac.in","185","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnau.ac.in","187","4","do_not_mail","possible_trap","registrar","False"
"registrar@uasd.edu","189","4","do_not_mail","possible_trap","registrar","False"
"registrar@uau.ac.in","190","4","do_not_mail","possible_trap","registrar","False"
"registrar@ugb.ac.in","191","4","do_not_mail","possible_trap","registrar","False"
"registrar@ugcnetonline.in","193","4","do_not_mail","possible_trap","registrar","False"
"registrar@unigoa.ac.in","194","4","do_not_mail","possible_trap","registrar","False"
"registrar@unipune.ac.in","195","4","do_not_mail","possible_trap","registrar","False"
"registrar@unishivaji.ac.in","196","4","do_not_mail","possible_trap","registrar","False"
"registrar@unom.ac.in","197","4","do_not_mail","possible_trap","registrar","False"
"registrar@uoc.ac.in","198","4","do_not_mail","possible_trap","registrar","False"
"registrar@uou.ac.in","199","4","do_not_mail","possible_trap","registrar","False"
"registrar@uprtou.ac.in","200","4","do_not_mail","possible_trap","registrar","False"
"registrar@upvetuniv.edu.in","201","4","do_not_mail","possible_trap","registrar","False"
"registrar@vetbifg.ac.in","203","4","do_not_mail","possible_trap","registrar","False"
"registrar@vimsar.ac.in","205","4","do_not_mail","possible_trap","registrar","False"
"registrar@vmou.ac.in","206","4","do_not_mail","possible_trap","registrar","False"
"registrar@vnsgu.ac.in","207","4","do_not_mail","possible_trap","registrar","False"
"registrar@vskub.ac.in","208","4","do_not_mail","possible_trap","registrar","False"
"registrar@vssut.ac.in","209","4","do_not_mail","possible_trap","registrar","False"
"registrar@yspuniversity.ac.in","211","4","do_not_mail","possible_trap","registrar","False"
"registrar@abvmuup.edu.in","212","4","do_not_mail","possible_trap","registrar","False"
"registrar@ahuuk.ac.in","213","4","do_not_mail","possible_trap","registrar","False"
"registrar@amruhp.ac.in","214","4","do_not_mail","possible_trap","registrar","False"
"registrar@amtedivyanguniversity.ac.in","215","4","do_not_mail","possible_trap","registrar","False"
"registrar@angrau.ac.in","216","4","do_not_mail","possible_trap","registrar","False"
"registrar@apfu.ap.gov.in","217","4","do_not_mail","possible_trap","registrar","False"
"registrar@asu.ac.in","218","4","do_not_mail","possible_trap","registrar","False"
"registrar@awu.ac.in","219","4","do_not_mail","possible_trap","registrar","False"
"registrar@bankurauniv.ac.in","220","4","do_not_mail","possible_trap","registrar","False"
"registrar@base.ac.in","221","4","do_not_mail","possible_trap","registrar","False"
"registrar@bbmku.ac.in","222","4","do_not_mail","possible_trap","registrar","False"
"registrar@bcu.ac.in","223","4","do_not_mail","possible_trap","registrar","False"
"registrar@bgsbu.ac.in","224","4","do_not_mail","possible_trap","registrar","False"
"registrar@biharsports.org","225","4","do_not_mail","possible_trap","registrar","False"
"registrar@bmtu.ac.in","226","4","do_not_mail","possible_trap","registrar","False"
"registrar@btu.ac.in","228","4","do_not_mail","possible_trap","registrar","False"
"registrar@buniv.edu.in","229","4","do_not_mail","possible_trap","registrar","False"
"registrar@cblu.ac.in","230","4","do_not_mail","possible_trap","registrar","False"
"registrar@clujammu.ac.in","231","4","do_not_mail","possible_trap","registrar","False"
"registrar@cottonuniversity.ac.in","232","4","do_not_mail","possible_trap","registrar","False"
"registrar@data.gov.in","233","4","do_not_mail","global_suppression","registrar","False"
"vc@data.gov.in","233","5","do_not_mail","global_suppression","vc","False"
"registrar@dbrau.ac.in","234","4","do_not_mail","possible_trap","registrar","False"
"registrar@dduniversity.ac.in","235","4","do_not_mail","possible_trap","registrar","False"
"registrar@deb.ugc.ac.in","236","4","do_not_mail","possible_trap","registrar","False"
"registrar@dpsru.edu.in","237","4","do_not_mail","possible_trap","registrar","False"
"registrar@drysrhu.ap.gov.in","239","4","do_not_mail","possible_trap","registrar","False"
"registrar@dseu.ac.in","240","4","do_not_mail","possible_trap","registrar","False"
"registrar@dsmru.up.nic.in","241","4","do_not_mail","global_suppression","registrar","False"
"vc@dsmru.up.nic.in","241","5","do_not_mail","global_suppression","vc","False"
"registrar@dsrrauexam.org","242","4","do_not_mail","possible_trap","registrar","False"
"registrar@duk.ac.in","243","4","do_not_mail","possible_trap","registrar","False"
"registrar@eprocure.gov.in","244","4","do_not_mail","global_suppression","registrar","False"
"vc@eprocure.gov.in","244","5","do_not_mail","global_suppression","vc","False"
"registrar@fmuniversity.nic.in","245","4","do_not_mail","global_suppression","registrar","False"
"vc@fmuniversity.nic.in","245","5","do_not_mail","global_suppression","vc","False"
"registrar@gramodayachitrakoot.ac.in","247","4","do_not_mail","possible_trap","registrar","False"
"registrar@graupunjab.org","248","4","do_not_mail","possible_trap","registrar","False"
"registrar@gug.ac.in","249","4","do_not_mail","possible_trap","registrar","False"
"registrar@hbtu.ac.in","250","4","do_not_mail","possible_trap","registrar","False"
"registrar@hju.ac.in","251","4","do_not_mail","possible_trap","registrar","False"
"registrar@hpuniv.ac.in","252","4","do_not_mail","possible_trap","registrar","False"
"registrar@igkv.ac.in","253","4","do_not_mail","possible_trap","registrar","False"
"registrar@india.gov.in","254","4","do_not_mail","possible_trap","registrar","False"
"registrar@ioe.ugc.ac.in","255","4","do_not_mail","possible_trap","registrar","False"
"registrar@jbu.ac.in","256","4","do_not_mail","possible_trap","registrar","False"
"registrar@jhkaushalvedskill.university","258","4","do_not_mail","possible_trap","registrar","False"
"registrar@jntukucev.ac.in","259","4","do_not_mail","possible_trap","registrar","False"
"registrar@jpv.ac.in","260","4","do_not_mail","possible_trap","registrar","False"
"registrar@kalahandiuniversity.ac.in","261","4","do_not_mail","possible_trap","registrar","False"
"registrar@kaushalyaskilluniversity.ac.in","262","4","do_not_mail","possible_trap","registrar","False"
"registrar@kmclu.ac.in","263","4","do_not_mail","possible_trap","registrar","False"
"registrar@kokrajharuniversity.ac.in","265","4","do_not_mail","possible_trap","registrar","False"
"registrar@ksoumysuru.ac.in","267","4","do_not_mail","possible_trap","registrar","False"
"registrar@kttv.edu.in","269","4","do_not_mail","possible_trap","registrar","False"
"registrar@ktu.edu.in","270","4","do_not_mail","possible_trap","registrar","False"
"registrar@kuu.ac.in","272","4","do_not_mail","possible_trap","registrar","False"
"registrar@litu.edu.in","273","4","do_not_mail","possible_trap","registrar","False"
"registrar@lnmu.ac.in","274","4","do_not_mail","possible_trap","registrar","False"
"registrar@madhabdevuniversity.ac.in","275","4","do_not_mail","possible_trap","registrar","False"
"registrar@mbbuniversity.ac.in","276","4","do_not_mail","possible_trap","registrar","False"
"registrar@mbspsu.ac.in","277","4","do_not_mail","possible_trap","registrar","False"
"registrar@mcbu.ac.in","278","4","do_not_mail","possible_trap","registrar","False"
"registrar@mcu.karnataka.gov.in","279","4","do_not_mail","possible_trap","registrar","False"
"registrar@mgsubikaner.ac.in","280","4","do_not_mail","possible_trap","registrar","False"
"registrar@mguvv.ac.in","281","4","do_not_mail","possible_trap","registrar","False"
"registrar@mkuniversity.ac.in","282","4","do_not_mail","possible_trap","registrar","False"
"registrar@mlu.ac.in","283","4","do_not_mail","possible_trap","registrar","False"
"registrar@mnlumumbai.edu.in","284","4","do_not_mail","possible_trap","registrar","False"
"registrar@mpmsu.edu.in","285","4","do_not_mail","possible_trap","registrar","False"
"registrar@mpublp.ac.in","286","4","do_not_mail","global_suppression","registrar","False"
"vc@mpublp.ac.in","286","5","do_not_mail","global_suppression","vc","False"
"registrar@msbrijuniversity.ac.in","287","4","do_not_mail","possible_trap","registrar","False"
"registrar@msdsu.ac.in","288","4","do_not_mail","possible_trap","registrar","False"
"registrar@mssu.ac.in","289","4","do_not_mail","possible_trap","registrar","False"
"registrar@mvvu.ac.in","290","4","do_not_mail","possible_trap","registrar","False"
"registrar@nagpuruniversity.ac.in","292","4","do_not_mail","possible_trap","registrar","False"
"registrar@nlc.ac.in","293","4","do_not_mail","possible_trap","registrar","False"
"registrar@nusrlranchi.ac.in","294","4","do_not_mail","possible_trap","registrar","False"
"registrar@odiauniversity.ac.in","295","4","do_not_mail","possible_trap","registrar","False"
"registrar@pgportal.gov.in","296","4","do_not_mail","global_suppression","registrar","False"
"vc@pgportal.gov.in","296","5","do_not_mail","global_suppression","vc","False"
"registrar@prsuniv.ac.in","297","4","do_not_mail","possible_trap","registrar","False"
"registrar@psou.ac.in","298","4","do_not_mail","possible_trap","registrar","False"
"registrar@ptu.ac.in","300","4","do_not_mail","possible_trap","registrar","False"
"registrar@rajendrauniversity.ac.in","301","4","do_not_mail","possible_trap","registrar","False"
"registrar@rajuvas.ac.in","302","4","do_not_mail","possible_trap","registrar","False"
"registrar@ralvv.mponline.gov.in","304","4","do_not_mail","possible_trap","registrar","False"
"registrar@ravenshawuniversity.ac.in","305","4","do_not_mail","possible_trap","registrar","False"
"registrar@rdwu.ac.in","306","4","do_not_mail","possible_trap","registrar","False"
"registrar@rmpssu.ac.in","307","4","do_not_mail","possible_trap","registrar","False"
"registrar@rtionline.gov.in","308","4","do_not_mail","global_suppression","registrar","False"
"vc@rtionline.gov.in","308","5","do_not_mail","global_suppression","vc","False"
"registrar@sbssu.ac.in","309","4","do_not_mail","possible_trap","registrar","False"
"registrar@sggu.ac.in","310","4","do_not_mail","possible_trap","registrar","False"
"registrar@shekhauni.ac.in","312","4","do_not_mail","possible_trap","registrar","False"
"registrar@sibsagaruniversity.ac.in","313","4","do_not_mail","possible_trap","registrar","False"
"registrar@sknau.ac.in","314","4","do_not_mail","possible_trap","registrar","False"
"registrar@sssu.ac.in","315","4","do_not_mail","possible_trap","registrar","False"
"registrar@svimstpt.ap.nic.in","316","4","do_not_mail","global_suppression","registrar","False"
"vc@svimstpt.ap.nic.in","316","5","do_not_mail","global_suppression","vc","False"
"registrar@svuniversity.edu.in","317","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnjjmfau.in","318","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnnlu.ac.in","319","4","do_not_mail","possible_trap","registrar","False"
"registrar@uahs.edu.in","320","4","do_not_mail","possible_trap","registrar","False"
"registrar@uamp.ugc.ac.in","321","4","do_not_mail","possible_trap","registrar","False"
"registrar@uasmandya.co.in","322","4","do_not_mail","possible_trap","registrar","False"
"registrar@ugchindi.ugc.ac.in","323","4","do_not_mail","possible_trap","registrar","False"
"registrar@universitysolutions.in","324","4","do_not_mail","possible_trap","registrar","False"
"registrar@uol.ac.in","325","4","do_not_mail","possible_trap","registrar","False"
"registrar@uvce.ac.in","326","4","do_not_mail","possible_trap","registrar","False"
"registrar@vksu.ac.in","327","4","do_not_mail","possible_trap","registrar","False"
"registrar@vsu.ac.in","328","4","do_not_mail","possible_trap","registrar","False"
"registrar@vsuraj.ac.in","329","4","do_not_mail","possible_trap","registrar","False"
"registrar@wbuhs.ac.in","331","4","do_not_mail","possible_trap","registrar","False"
"registrar@alagappauniversity.ac.in","332","4","do_not_mail","possible_trap","registrar","False"
"registrar@alujaipur.ac.in","333","4","do_not_mail","possible_trap","registrar","False"
"registrar@andhrauniversity.edu.in","334","4","do_not_mail","possible_trap","registrar","False"
"registrar@aujodhpur.ac.in","335","4","do_not_mail","possible_trap","registrar","False"
"registrar@basu.org.in","336","4","do_not_mail","possible_trap","registrar","False"
"registrar@bdu.ac.in","337","4","do_not_mail","possible_trap","registrar","False"
"registrar@bgku.ac.in","338","4","do_not_mail","possible_trap","registrar","False"
"registrar@bilaspuruniversity.ac.in","339","4","do_not_mail","possible_trap","registrar","False"
"registrar@biswabanglabiswabidyalay.org","340","4","do_not_mail","possible_trap","registrar","False"
"registrar@bknmu.edu.in","341","4","do_not_mail","possible_trap","registrar","False"
"registrar@bongaigaoncollege.ac.in","342","4","do_not_mail","possible_trap","registrar","False"
"registrar@bput.ac.in","343","4","do_not_mail","possible_trap","registrar","False"
"registrar@braou.ac.in","344","4","do_not_mail","possible_trap","registrar","False"
"registrar@buodisha.edu.in","345","4","do_not_mail","possible_trap","registrar","False"
"registrar@buruniv.ac.in","346","4","do_not_mail","possible_trap","registrar","False"
"registrar@ccsuniversity.ac.in","347","4","do_not_mail","possible_trap","registrar","False"
"registrar@cet.edu.in","348","4","do_not_mail","possible_trap","registrar","False"
"registrar@coeptech.ac.in","349","4","do_not_mail","possible_trap","registrar","False"
"registrar@cugujarat.ac.in","350","4","do_not_mail","possible_trap","registrar","False"
"registrar@cuklap.ac.in","351","4","do_not_mail","possible_trap","registrar","False"
"registrar@cusat.ac.in","352","4","do_not_mail","possible_trap","registrar","False"
"registrar@cusrinagar.edu.in","353","4","do_not_mail","possible_trap","registrar","False"
"registrar@ddu.ac.in","354","4","do_not_mail","possible_trap","registrar","False"
"registrar@drrmlims.ac.in","355","4","do_not_mail","possible_trap","registrar","False"
"registrar@education.gov.in","356","4","do_not_mail","global_suppression","registrar","False"
"vc@education.gov.in","356","5","do_not_mail","global_suppression","vc","False"
"registrar@gbu.ac.in","357","4","do_not_mail","possible_trap","registrar","False"
"registrar@ggtu.ac.in","358","4","do_not_mail","possible_trap","registrar","False"
"registrar@gndu.ac.in","359","4","do_not_mail","possible_trap","registrar","False"
"registrar@gujaratuniversity.ac.in","360","4","do_not_mail","possible_trap","registrar","False"
"registrar@himtu.ac.in","361","4","do_not_mail","possible_trap","registrar","False"
"registrar@hindiuniv.ac.in","362","4","do_not_mail","possible_trap","registrar","False"
"registrar@hpnlu.ac.in","363","4","do_not_mail","possible_trap","registrar","False"
"registrar@igu.ac.in","364","4","do_not_mail","possible_trap","registrar","False"
"registrar@iiit-bh.ac.in","365","4","do_not_mail","possible_trap","registrar","False"
"registrar@iiitnr.ac.in","366","4","do_not_mail","possible_trap","registrar","False"
"registrar@instagram.com","367","4","do_not_mail","possible_trap","registrar","False"
"registrar@janapadauniversity.ac.in","368","4","do_not_mail","possible_trap","registrar","False"
"registrar@jcboseust.ac.in","369","4","do_not_mail","possible_trap","registrar","False"
"registrar@kamdhenuuni.edu.in","370","4","do_not_mail","possible_trap","registrar","False"
"registrar@kanyashreeuniversity.in","371","4","do_not_mail","possible_trap","registrar","False"
"registrar@ksus.ac.in","372","4","do_not_mail","possible_trap","registrar","False"
"registrar@kvafsu.edu.in","373","4","do_not_mail","possible_trap","registrar","False"
"registrar@kvasu.ac.in","374","4","do_not_mail","possible_trap","registrar","False"
"registrar@luvas.edu.in","375","4","do_not_mail","possible_trap","registrar","False"
"registrar@mbm.ac.in","376","4","do_not_mail","possible_trap","registrar","False"
"registrar@mdurohtak.ac.in","377","4","do_not_mail","possible_trap","registrar","False"
"registrar@mguwb.org.in","378","4","do_not_mail","possible_trap","registrar","False"
"registrar@mhu.ac.in","379","4","do_not_mail","possible_trap","registrar","False"
"registrar@mjpru.ac.in","380","4","do_not_mail","possible_trap","registrar","False"
"registrar@mkbhavuni.edu.in","381","4","do_not_mail","possible_trap","registrar","False"
"registrar@mnlua.ac.in","382","4","do_not_mail","possible_trap","registrar","False"
"registrar@motherteresawomenuniv.ac.in","383","4","do_not_mail","possible_trap","registrar","False"
"registrar@mpdnlu.ac.in","384","4","do_not_mail","possible_trap","registrar","False"
"registrar@msubaroda.ac.in","385","4","do_not_mail","possible_trap","registrar","False"
"registrar@msuniv.ac.in","386","4","do_not_mail","possible_trap","registrar","False"
"registrar@mungeruniversity.ac.in","387","4","do_not_mail","possible_trap","registrar","False"
"registrar@muoc.ac.in","388","4","do_not_mail","possible_trap","registrar","False"
"registrar@mvsu.ac.in","389","4","do_not_mail","possible_trap","registrar","False"
"registrar@nduat.org","390","4","do_not_mail","possible_trap","registrar","False"
"registrar@nlumeg.ac.in","391","4","do_not_mail","possible_trap","registrar","False"
"registrar@nlunagpur.ac.in","392","4","do_not_mail","possible_trap","registrar","False"
"registrar@nlutripura.ac.in","393","4","do_not_mail","possible_trap","registrar","False"
"registrar@nowgongcollege.edu.in","394","4","do_not_mail","possible_trap","registrar","False"
"registrar@nsut.ac.in","395","4","do_not_mail","possible_trap","registrar","False"
"registrar@osmania.ac.in","396","4","do_not_mail","possible_trap","registrar","False"
"registrar@osou.ac.in","397","4","do_not_mail","possible_trap","registrar","False"
"registrar@oucwkoti.ac.in","398","4","do_not_mail","possible_trap","registrar","False"
"registrar@ouhs.ac.in","399","4","do_not_mail","possible_trap","registrar","False"
"registrar@pau.edu","400","4","do_not_mail","possible_trap","registrar","False"
"registrar@ptuniv.edu.in","401","4","do_not_mail","possible_trap","registrar","False"
"registrar@purneauniversity.ac.in","402","4","do_not_mail","possible_trap","registrar","False"
"registrar@rayalaseemauniversity.ac.in","403","4","do_not_mail","possible_trap","registrar","False"
"registrar@rgpv.ac.in","404","4","do_not_mail","possible_trap","registrar","False"
"registrar@rtuassam.ac.in","406","4","do_not_mail","possible_trap","registrar","False"
"registrar@sanskritcollegeanduniversity.org.in","407","4","do_not_mail","possible_trap","registrar","False"
"registrar@sggcg.in","408","4","do_not_mail","possible_trap","registrar","False"
"registrar@sportsuniup.com","409","4","do_not_mail","possible_trap","registrar","False"
"registrar@suniv.ac.in","410","4","do_not_mail","possible_trap","registrar","False"
"registrar@suoh.ac.in","411","4","do_not_mail","possible_trap","registrar","False"
"registrar@svvu.edu.in","412","4","do_not_mail","possible_trap","registrar","False"
"registrar@tamiluniversity.ac.in","413","4","do_not_mail","possible_trap","registrar","False"
"registrar@tndalu.ac.in","414","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnmgrmu.ac.in","415","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnou.ac.in","416","4","do_not_mail","possible_trap","registrar","False"
"registrar@tnpesu.org","417","4","do_not_mail","possible_trap","registrar","False"
"registrar@tsvu.nic.in","418","4","do_not_mail","global_suppression","registrar","False"
"vc@tsvu.nic.in","418","5","do_not_mail","global_suppression","vc","False"
"registrar@tvu.edu.in","419","4","do_not_mail","possible_trap","registrar","False"
"registrar@ubkv.ac.in","420","4","do_not_mail","possible_trap","registrar","False"
"registrar@unikbp.ac.in","421","4","do_not_mail","possible_trap","registrar","False"
"registrar@uni-mysore.ac.in","422","4","do_not_mail","possible_trap","registrar","False"
"registrar@uok.ac.in","423","4","do_not_mail","possible_trap","registrar","False"
"registrar@uok.edu.in","424","4","do_not_mail","possible_trap","registrar","False"
"registrar@upums.ac.in","425","4","do_not_mail","possible_trap","registrar","False"
"registrar@usvv.ac.in","426","4","do_not_mail","possible_trap","registrar","False"
"registrar@uuhf.ac.in","427","4","do_not_mail","possible_trap","registrar","False"
"registrar@vikramdevuniversity.ac.in","428","4","do_not_mail","possible_trap","registrar","False"
"registrar@vnmkv.ac.in","429","4","do_not_mail","possible_trap","registrar","False"
"registrar@wbnsou.ac.in","430","4","do_not_mail","possible_trap","registrar","False"
"registrar@ycmou.ac.in","431","4","do_not_mail","possible_trap","registrar","False"
"registrar@ysrafu.ac.in","432","4","do_not_mail","possible_trap","registrar","False"
"registrar@yisu.in","433","4","do_not_mail","possible_trap","registrar","False"
"registrar@yvu.edu.in","434","4","do_not_mail","possible_trap","registrar","False"
"registrar@bvuniversity.edu.in","435","4","do_not_mail","possible_trap","registrar","False"
"registrar@jvbi.ac.in","436","4","do_not_mail","possible_trap","registrar","False"
"registrar@sliet.ac.in","437","4","do_not_mail","possible_trap","registrar","False"
"registrar@amrita.edu","438","4","do_not_mail","possible_trap","registrar","False"
"registrar@bitmesra.ac.in","440","4","do_not_mail","possible_trap","registrar","False"
"registrar@bsauniv.ac.in","441","4","do_not_mail","possible_trap","registrar","False"
"registrar@christuniversity.in","442","4","do_not_mail","possible_trap","registrar","False"
"registrar@cife.edu.in","443","4","do_not_mail","possible_trap","registrar","False"
"registrar@cihts.ac.in","444","4","do_not_mail","possible_trap","registrar","False"
"registrar@dmimsu.edu.in","445","4","do_not_mail","possible_trap","registrar","False"
"registrar@dpu.edu.in","446","4","do_not_mail","possible_trap","registrar","False"
"registrar@gipe.ac.in","448","4","do_not_mail","possible_trap","registrar","False"
"registrar@gitam.edu","449","4","do_not_mail","possible_trap","registrar","False"
"registrar@gkv.ac.in","450","4","do_not_mail","possible_trap","registrar","False"
"registrar@gujaratvidyapith.org","451","4","do_not_mail","possible_trap","registrar","False"
"registrar@hbni.ac.in","452","4","do_not_mail","possible_trap","registrar","False"
"registrar@iacs.res.in","453","4","do_not_mail","possible_trap","registrar","False"
"registrar@iaseuniversity.org.in","455","4","do_not_mail","possible_trap","registrar","False"
"registrar@icfre.org","456","4","do_not_mail","possible_trap","registrar","False"
"registrar@ifheindia.org","457","4","do_not_mail","possible_trap","registrar","False"
"registrar@igidr.ac.in","458","4","do_not_mail","possible_trap","registrar","False"
"registrar@iift.edu","459","4","do_not_mail","possible_trap","registrar","False"
"registrar@iiit.ac.in","460","4","do_not_mail","possible_trap","registrar","False"
"registrar@iiitb.ac.in","461","4","do_not_mail","possible_trap","registrar","False"
"registrar@iist.ac.in","462","4","do_not_mail","possible_trap","registrar","False"
"registrar@ivri.nic.in","463","4","do_not_mail","global_suppression","registrar","False"
"vc@ivri.nic.in","463","5","do_not_mail","global_suppression","vc","False"
"registrar@jamiahamdard.edu","464","4","do_not_mail","possible_trap","registrar","False"
"registrar@jiit.ac.in","465","4","do_not_mail","possible_trap","registrar","False"
"registrar@jncasr.ac.in","466","4","do_not_mail","possible_trap","registrar","False"
"registrar@kluniversity.in","467","4","do_not_mail","possible_trap","registrar","False"
"registrar@lnipe.edu.in","468","4","do_not_mail","possible_trap","registrar","False"
"registrar@lnmiit.ac.in","469","4","do_not_mail","possible_trap","registrar","False"
"registrar@manipal.edu","470","4","do_not_mail","possible_trap","registrar","False"
"registrar@nbrc.ac.in","471","4","do_not_mail","possible_trap","registrar","False"
"registrar@nerist.ac.in","472","4","do_not_mail","possible_trap","registrar","False"
"registrar@ngbv.ac.in","473","4","do_not_mail","possible_trap","registrar","False"
"registrar@niepa.ac.in","474","4","do_not_mail","possible_trap","registrar","False"
"registrar@nitte.edu.in","475","4","do_not_mail","possible_trap","registrar","False"
"registrar@niuniv.com","476","4","do_not_mail","possible_trap","registrar","False"
"registrar@prist.ac.in","477","4","do_not_mail","possible_trap","registrar","False"
"registrar@rkmvu.ac.in","478","4","do_not_mail","possible_trap","registrar","False"
"registrar@sahetumkur.ac.in","479","4","do_not_mail","possible_trap","registrar","False"
"registrar@sastra.edu","480","4","do_not_mail","possible_trap","registrar","False"
