"email_address","institute_sr_no","email_seq","ZB Status","ZB Sub status","ZB Account","ZB Free Email"
"vc@aliah.ac.in","68","5","invalid","mailbox_not_found","vc","False"
"vc@annamalaiuniversity.ac.in","69","5","invalid","mailbox_not_found","vc","False"
"vc@annauniv.edu","70","5","valid","","vc","False"
"registrar@astu.org.in","71","4","do_not_mail","possible_trap","registrar","False"
"vc@astu.org.in","71","5","catch-all","","vc","False"
"vc@aud.ac.in","72","5","valid","","vc","False"
"vc@ayurveduniversity.edu.in","73","5","unknown","exception_occurred","vc","False"
"registrar@baou.edu.in","74","4","do_not_mail","possible_trap","registrar","False"
"vc@baou.edu.in","74","5","valid","","vc","False"
"vc@bckv.edu.in","75","5","valid","","vc","False"
"vc@bhojvirtualuniversity.com","77","5","invalid","does_not_accept_mail","vc","False"
"registrar@brabu.net","78","4","do_not_mail","possible_trap","registrar","False"
"vc@brabu.net","78","5","catch-all","","vc","False"
"registrar@caluniv.ac.in","81","4","do_not_mail","possible_trap","registrar","False"
"vc@caluniv.ac.in","81","5","catch-all","","vc","False"
"registrar@cghealthuniv.com","82","4","do_not_mail","possible_trap","registrar","False"
"vc@cghealthuniv.com","82","5","catch-all","","vc","False"
"vc@cnlu.ac.in","83","5","catch-all","","vc","False"
"vc@csvtu.ac.in","86","5","valid","","vc","False"
"registrar@davangereuniversity.ac.in","88","4","do_not_mail","possible_trap","registrar","False"
"vc@davangereuniversity.ac.in","88","5","valid","","vc","False"
"vc@dbatu.ac.in","89","5","valid","","vc","False"
"vc@dbskkv.org","90","5","invalid","does_not_accept_mail","vc","False"
"vc@dhwu.ac.in","91","5","valid","","vc","False"
"vc@dibru.ac.in","92","5","valid","","vc","False"
"vc@dravidianuniversity.ac.in","93","5","invalid","mailbox_not_found","vc","False"
"vc@durguniversity.ac.in","94","5","invalid","mailbox_not_found","vc","False"
"vc@gadvasu.in","95","5","valid","","vc","False"
"registrar@gauhati.ac.in","96","4","do_not_mail","possible_trap","registrar","False"
"vc@gauhati.ac.in","96","5","valid","","vc","False"
"registrar@gmuniversity.ac.in","97","4","do_not_mail","possible_trap","registrar","False"
"vc@gmuniversity.ac.in","97","5","valid","","vc","False"
"registrar@gnlu.ac.in","98","4","do_not_mail","possible_trap","registrar","False"
"vc@gnlu.ac.in","98","5","valid","","vc","False"
"vc@gtu.ac.in","99","5","valid","","vc","False"
"registrar@guts.education","100","4","invalid","does_not_accept_mail","registrar","False"
"vc@guts.education","100","5","invalid","does_not_accept_mail","vc","False"
"vc@hau.ac.in","101","5","valid","","vc","False"
"vc@hnlu.ac.in","102","5","valid","","vc","False"
"registrar@iiitd.ac.in","103","4","do_not_mail","possible_trap","registrar","False"
"vc@iiitd.ac.in","103","5","invalid","mailbox_not_found","vc","False"
"vc@iksv.ac.in","104","5","valid","","vc","False"
"registrar@ipu.ac.in","105","4","do_not_mail","possible_trap","registrar","False"
"vc@ipu.ac.in","105","5","valid","","vc","False"
"vc@islamicuniversity.edu.in","106","5","valid","","vc","False"
"vc@jammuuniversity.ac.in","107","5","valid","","vc","False"
"vc@jau.in","108","5","valid","","vc","False"
"vc@jiwaji.edu","109","5","invalid","mailbox_not_found","vc","False"
"vc@jntua.ac.in","110","5","valid","","vc","False"
"registrar@jntuh.ac.in","111","4","do_not_mail","possible_trap","registrar","False"
"vc@jntuh.ac.in","111","5","catch-all","","vc","False"
"vc@jntuk.edu.in","112","5","valid","","vc","False"
"vc@jnvu.co.in","113","5","invalid","does_not_accept_mail","vc","False"
"vc@kakatiya.ac.in","114","5","valid","","vc","False"
"vc@kau.edu","116","5","invalid","does_not_accept_mail","vc","False"
"vc@kbvsasun.ac.in","117","5","valid","","vc","False"
"vc@kkhsou.in","118","5","valid","","vc","False"
"vc@klyuniv.ac.in","119","5","invalid","mailbox_not_found","vc","False"
"vc@knu.ac.in","120","5","valid","","vc","False"
"vc@kru.ac.in","121","5","valid","","vc","False"
"vc@ksu.ac.in","123","5","valid","","vc","False"
"registrar@ktujm.ac.in","124","4","do_not_mail","possible_trap","registrar","False"
"vc@ktujm.ac.in","124","5","invalid","mailbox_not_found","vc","False"
"registrar@kud.ac.in","125","4","do_not_mail","possible_trap","registrar","False"
"vc@kud.ac.in","125","5","valid","","vc","False"
"registrar@kuhs.ac.in","126","4","do_not_mail","possible_trap","registrar","False"
"vc@kuhs.ac.in","126","5","valid","","vc","False"
"registrar@kuk.ac.in","127","4","do_not_mail","possible_trap","registrar","False"
"vc@kuk.ac.in","127","5","valid","","vc","False"
"registrar@kunainital.ac.in","128","4","do_not_mail","possible_trap","registrar","False"
"vc@kunainital.ac.in","128","5","valid","","vc","False"
"registrar@lkouniv.ac.in","129","4","do_not_mail","possible_trap","registrar","False"
"vc@lkouniv.ac.in","129","5","valid","","vc","False"
"registrar@magadhuniversity.ac.in","130","4","do_not_mail","possible_trap","registrar","False"
"vc@magadhuniversity.ac.in","130","5","catch-all","","vc","False"
"registrar@mcu.ac.in","131","4","do_not_mail","possible_trap","registrar","False"
"vc@mcu.ac.in","131","5","valid","","vc","False"
"registrar@mgkvp.ac.in","132","4","do_not_mail","possible_trap","registrar","False"
"vc@mgkvp.ac.in","132","5","valid","","vc","False"
"registrar@mgu.ac.in","133","4","do_not_mail","possible_trap","registrar","False"
"vc@mgu.ac.in","133","5","valid","","vc","False"
"registrar@mguniversity.ac.in","134","4","do_not_mail","possible_trap","registrar","False"
"vc@mguniversity.ac.in","134","5","invalid","mailbox_not_found","vc","False"
"registrar@mlsu.ac.in","135","4","do_not_mail","possible_trap","registrar","False"
"vc@mlsu.ac.in","135","5","valid","","vc","False"
"registrar@mpuat.ac.in","136","4","do_not_mail","possible_trap","registrar","False"
"vc@mpuat.ac.in","136","5","valid","","vc","False"
"registrar@mtu.ac.in","137","4","do_not_mail","possible_trap","registrar","False"
"vc@mtu.ac.in","137","5","valid","","vc","False"
"registrar@muc.ac.in","138","4","do_not_mail","possible_trap","registrar","False"
"vc@muc.ac.in","138","5","catch-all","","vc","False"
"registrar@muhsnashik.com","139","4","do_not_mail","global_suppression","registrar","False"
"vc@muhsnashik.com","139","5","do_not_mail","global_suppression","vc","False"
"registrar@musicuniversity.ac.in","140","4","do_not_mail","possible_trap","registrar","False"
"vc@musicuniversity.ac.in","140","5","valid","","vc","False"
"registrar@nbu.ac.in","141","4","do_not_mail","possible_trap","registrar","False"
"vc@nbu.ac.in","141","5","invalid","mailbox_not_found","vc","False"
"vc@ndvsu.org","142","5","invalid","does_not_accept_mail","vc","False"
"vc@ngu.ac.in","143","5","valid","","vc","False"
"vc@nims.edu.in","144","5","invalid","mailbox_not_found","vc","False"
"vc@nliu.ac.in","145","5","valid","","vc","False"
"vc@nluassam.ac.in","146","5","valid","","vc","False"
"vc@nlujodhpur.ac.in","147","5","valid","","vc","False"
"vc@nluo.ac.in","148","5","valid","","vc","False"
"vc@nou.nic.in","149","5","unknown","failed_smtp_connection","vc","False"
"vc@npu.ac.in","150","5","valid","","vc","False"
"vc@nrupathungauniversityblr.ac.in","151","5","invalid","does_not_accept_mail","vc","False"
"vc@nujs.edu","152","5","valid","","vc","False"
"vc@palamuruuniversity.ac.in","153","5","invalid","mailbox_not_found","vc","False"
"vc@patnauniversity.ac.in","154","5","valid","","vc","False"
"registrar@pjtsau.edu.in","155","4","do_not_mail","possible_trap","registrar","False"
"vc@pjtsau.edu.in","155","5","catch-all","","vc","False"
"vc@policeuniversity.ac.in","156","5","valid","","vc","False"
"vc@ppup.ac.in","157","5","valid","","vc","False"
"vc@prsu.ac.in","158","5","catch-all","","vc","False"
"vc@pssou.ac.in","159","5","do_not_mail","mx_forward","vc","False"
"vc@puchd.ac.in","160","5","invalid","does_not_accept_mail","vc","False"
"vc@punjabiuniversity.ac.in","161","5","invalid","does_not_accept_mail","vc","False"
"registrar@ranchiuniversity.ac.in","162","4","do_not_mail","possible_trap","registrar","False"
"vc@ranchiuniversity.ac.in","162","5","valid","","vc","False"
"registrar@raubikaner.org","163","4","do_not_mail","possible_trap","registrar","False"
"vc@raubikaner.org","163","5","invalid","mailbox_not_found","vc","False"
"registrar@rbu.ac.in","164","4","do_not_mail","possible_trap","registrar","False"
"vc@rbu.ac.in","164","5","valid","","vc","False"
"registrar@rdunijbpin.org","165","4","invalid","does_not_accept_mail","registrar","False"
"vc@rdunijbpin.org","165","5","invalid","does_not_accept_mail","vc","False"
"registrar@rgnul.ac.in","166","4","do_not_mail","possible_trap","registrar","False"
"vc@rgnul.ac.in","166","5","valid","","vc","False"
"registrar@rguhs.ac.in","167","4","do_not_mail","possible_trap","registrar","False"
"vc@rguhs.ac.in","167","5","valid","","vc","False"
"registrar@rgukt.in","168","4","do_not_mail","possible_trap","registrar","False"
"vc@rgukt.in","168","5","valid","","vc","False"
"registrar@rmlau.ac.in","169","4","do_not_mail","possible_trap","registrar","False"
"vc@rmlau.ac.in","169","5","valid","","vc","False"
"registrar@rtu.ac.in","170","4","do_not_mail","possible_trap","registrar","False"
"vc@rtu.ac.in","170","5","valid","","vc","False"
"registrar@ruhsraj.org","171","4","do_not_mail","possible_trap","registrar","False"
"vc@ruhsraj.org","171","5","valid","","vc","False"
"registrar@satavahana.ac.in","172","4","do_not_mail","possible_trap","registrar","False"
"vc@satavahana.ac.in","172","5","valid","","vc","False"
"registrar@saurashtrauniversity.edu","173","4","do_not_mail","possible_trap","registrar","False"
"vc@saurashtrauniversity.edu","173","5","invalid","mailbox_not_found","vc","False"
"registrar@sbssugsp.ac.in","174","4","do_not_mail","possible_trap","registrar","False"
"vc@sbssugsp.ac.in","174","5","valid","","vc","False"
"registrar@sdau.edu.in","175","4","do_not_mail","possible_trap","registrar","False"
"vc@sdau.edu.in","175","5","valid","","vc","False"
"registrar@sgbau.ac.in","176","4","do_not_mail","possible_trap","registrar","False"
"vc@sgbau.ac.in","176","5","valid","","vc","False"
"registrar@skuastkashmir.ac.in","177","4","do_not_mail","possible_trap","registrar","False"
"vc@skuastkashmir.ac.in","177","5","valid","","vc","False"
"registrar@smvdu.net.in","178","4","do_not_mail","possible_trap","registrar","False"
"vc@smvdu.net.in","178","5","do_not_mail","disposable","vc","True"
"registrar@sndt.ac.in","179","4","do_not_mail","possible_trap","registrar","False"
"vc@sndt.ac.in","179","5","valid","","vc","False"
"registrar@spmvv.ac.in","180","4","do_not_mail","possible_trap","registrar","False"
"vc@spmvv.ac.in","180","5","valid","","vc","False"
"registrar@spuvvn.edu","181","4","do_not_mail","possible_trap","registrar","False"
"vc@spuvvn.edu","181","5","invalid","mailbox_not_found","vc","False"
"registrar@srtmun.org","182","4","do_not_mail","possible_trap","registrar","False"
"vc@srtmun.org","182","5","invalid","does_not_accept_mail","vc","False"
"registrar@ssus.ac.in","183","4","do_not_mail","possible_trap","registrar","False"
"vc@ssus.ac.in","183","5","valid","","vc","False"
"registrar@svvedicuniversity.ac.in","184","4","do_not_mail","possible_trap","registrar","False"
"vc@svvedicuniversity.ac.in","184","5","unknown","failed_smtp_connection","vc","False"
"registrar@tanuvas.ac.in","185","4","do_not_mail","possible_trap","registrar","False"
"vc@tanuvas.ac.in","185","5","valid","","vc","False"
"registrar@tmbu.org","186","4","invalid","does_not_accept_mail","registrar","False"
"vc@tmbu.org","186","5","invalid","does_not_accept_mail","vc","False"
"registrar@tnau.ac.in","187","4","do_not_mail","possible_trap","registrar","False"
"vc@tnau.ac.in","187","5","invalid","mailbox_not_found","vc","False"
"registrar@tumkuruniversity.ac.in","188","4","invalid","does_not_accept_mail","registrar","False"
"vc@tumkuruniversity.ac.in","188","5","invalid","does_not_accept_mail","vc","False"
"registrar@uasd.edu","189","4","do_not_mail","possible_trap","registrar","False"
"vc@uasd.edu","189","5","catch-all","","vc","False"
"registrar@uau.ac.in","190","4","do_not_mail","possible_trap","registrar","False"
"vc@uau.ac.in","190","5","invalid","mailbox_not_found","vc","False"
"registrar@ugb.ac.in","191","4","do_not_mail","possible_trap","registrar","False"
"vc@ugb.ac.in","191","5","valid","","vc","False"
"registrar@ugc.ac.in","192","4","invalid","does_not_accept_mail","registrar","False"
"vc@ugc.ac.in","192","5","invalid","does_not_accept_mail","vc","False"
"registrar@ugcnetonline.in","193","4","do_not_mail","possible_trap","registrar","False"
"vc@ugcnetonline.in","193","5","catch-all","","vc","False"
"registrar@unigoa.ac.in","194","4","do_not_mail","possible_trap","registrar","False"
"vc@unigoa.ac.in","194","5","valid","","vc","False"
"registrar@unipune.ac.in","195","4","do_not_mail","possible_trap","registrar","False"
"vc@unipune.ac.in","195","5","catch-all","","vc","False"
"registrar@unishivaji.ac.in","196","4","do_not_mail","possible_trap","registrar","False"
"vc@unishivaji.ac.in","196","5","invalid","mailbox_not_found","vc","False"
"registrar@unom.ac.in","197","4","do_not_mail","possible_trap","registrar","False"
"vc@unom.ac.in","197","5","invalid","mailbox_not_found","vc","False"
"registrar@uoc.ac.in","198","4","do_not_mail","possible_trap","registrar","False"
"vc@uoc.ac.in","198","5","valid","","vc","False"
"registrar@uou.ac.in","199","4","do_not_mail","possible_trap","registrar","False"
"vc@uou.ac.in","199","5","valid","","vc","False"
"registrar@uprtou.ac.in","200","4","do_not_mail","possible_trap","registrar","False"
"vc@uprtou.ac.in","200","5","valid","","vc","False"
"registrar@upvetuniv.edu.in","201","4","do_not_mail","possible_trap","registrar","False"
"vc@upvetuniv.edu.in","201","5","invalid","mailbox_not_found","vc","False"
"registrar@uuc.ac.in","202","4","invalid","does_not_accept_mail","registrar","False"
"vc@uuc.ac.in","202","5","invalid","does_not_accept_mail","vc","False"
"registrar@vetbifg.ac.in","203","4","do_not_mail","possible_trap","registrar","False"
"vc@vetbifg.ac.in","203","5","valid","","vc","False"
"registrar@vidyasagar.ac.in","204","4","invalid","does_not_accept_mail","registrar","False"
"vc@vidyasagar.ac.in","204","5","invalid","does_not_accept_mail","vc","False"
"registrar@vimsar.ac.in","205","4","do_not_mail","possible_trap","registrar","False"
"vc@vimsar.ac.in","205","5","invalid","mailbox_not_found","vc","False"
"registrar@vmou.ac.in","206","4","do_not_mail","possible_trap","registrar","False"
"vc@vmou.ac.in","206","5","valid","","vc","False"
"registrar@vnsgu.ac.in","207","4","do_not_mail","possible_trap","registrar","False"
"vc@vnsgu.ac.in","207","5","valid","","vc","False"
"registrar@vskub.ac.in","208","4","do_not_mail","possible_trap","registrar","False"
"vc@vskub.ac.in","208","5","valid","","vc","False"
"registrar@vssut.ac.in","209","4","do_not_mail","possible_trap","registrar","False"
"vc@vssut.ac.in","209","5","valid","","vc","False"
"registrar@vtu.ac.in","210","4","invalid","does_not_accept_mail","registrar","False"
"vc@vtu.ac.in","210","5","invalid","does_not_accept_mail","vc","False"
"registrar@yspuniversity.ac.in","211","4","do_not_mail","possible_trap","registrar","False"
"vc@yspuniversity.ac.in","211","5","catch-all","","vc","False"
"registrar@abvmuup.edu.in","212","4","do_not_mail","possible_trap","registrar","False"
"vc@abvmuup.edu.in","212","5","valid","","vc","False"
"registrar@ahuuk.ac.in","213","4","do_not_mail","possible_trap","registrar","False"
"vc@ahuuk.ac.in","213","5","catch-all","","vc","False"
"registrar@amruhp.ac.in","214","4","do_not_mail","possible_trap","registrar","False"
"vc@amruhp.ac.in","214","5","valid","","vc","False"
"registrar@amtedivyanguniversity.ac.in","215","4","do_not_mail","possible_trap","registrar","False"
"vc@amtedivyanguniversity.ac.in","215","5","valid","","vc","False"
"registrar@angrau.ac.in","216","4","do_not_mail","possible_trap","registrar","False"
"vc@angrau.ac.in","216","5","invalid","mailbox_not_found","vc","False"
"registrar@apfu.ap.gov.in","217","4","do_not_mail","possible_trap","registrar","False"
"vc@apfu.ap.gov.in","217","5","invalid","does_not_accept_mail","vc","False"
"registrar@asu.ac.in","218","4","do_not_mail","possible_trap","registrar","False"
"vc@asu.ac.in","218","5","valid","","vc","False"
"registrar@awu.ac.in","219","4","do_not_mail","possible_trap","registrar","False"
"vc@awu.ac.in","219","5","valid","","vc","False"
"registrar@bankurauniv.ac.in","220","4","do_not_mail","possible_trap","registrar","False"
"vc@bankurauniv.ac.in","220","5","valid","","vc","False"
"registrar@base.ac.in","221","4","do_not_mail","possible_trap","registrar","False"
"vc@base.ac.in","221","5","valid","","vc","False"
"registrar@bbmku.ac.in","222","4","do_not_mail","possible_trap","registrar","False"
"vc@bbmku.ac.in","222","5","valid","","vc","False"
"registrar@bcu.ac.in","223","4","do_not_mail","possible_trap","registrar","False"
"vc@bcu.ac.in","223","5","unknown","antispam_system","vc","False"
"registrar@bgsbu.ac.in","224","4","do_not_mail","possible_trap","registrar","False"
"vc@bgsbu.ac.in","224","5","valid","","vc","False"
"registrar@biharsports.org","225","4","do_not_mail","possible_trap","registrar","False"
"vc@biharsports.org","225","5","invalid","mailbox_not_found","vc","False"
"registrar@bmtu.ac.in","226","4","do_not_mail","possible_trap","registrar","False"
"vc@bmtu.ac.in","226","5","valid","","vc","False"
"registrar@brauss.in","227","4","invalid","does_not_accept_mail","registrar","False"
"vc@brauss.in","227","5","invalid","does_not_accept_mail","vc","False"
"registrar@btu.ac.in","228","4","do_not_mail","possible_trap","registrar","False"
"vc@btu.ac.in","228","5","invalid","mailbox_not_found","vc","False"
"registrar@buniv.edu.in","229","4","do_not_mail","possible_trap","registrar","False"
"vc@buniv.edu.in","229","5","valid","","vc","False"
"registrar@cblu.ac.in","230","4","do_not_mail","possible_trap","registrar","False"
"vc@cblu.ac.in","230","5","valid","","vc","False"
"registrar@clujammu.ac.in","231","4","do_not_mail","possible_trap","registrar","False"
"vc@clujammu.ac.in","231","5","valid","","vc","False"
"registrar@cottonuniversity.ac.in","232","4","do_not_mail","possible_trap","registrar","False"
"vc@cottonuniversity.ac.in","232","5","valid","","vc","False"
"registrar@data.gov.in","233","4","do_not_mail","global_suppression","registrar","False"
"vc@data.gov.in","233","5","do_not_mail","global_suppression","vc","False"
"registrar@dbrau.ac.in","234","4","do_not_mail","possible_trap","registrar","False"
"vc@dbrau.ac.in","234","5","catch-all","","vc","False"
"registrar@dduniversity.ac.in","235","4","do_not_mail","possible_trap","registrar","False"
"vc@dduniversity.ac.in","235","5","valid","","vc","False"
"registrar@deb.ugc.ac.in","236","4","do_not_mail","possible_trap","registrar","False"
"vc@deb.ugc.ac.in","236","5","invalid","does_not_accept_mail","vc","False"
"registrar@dpsru.edu.in","237","4","do_not_mail","possible_trap","registrar","False"
"vc@dpsru.edu.in","237","5","valid","","vc","False"
"registrar@drntruhs.in","238","4","invalid","does_not_accept_mail","registrar","False"
"vc@drntruhs.in","238","5","invalid","does_not_accept_mail","vc","False"
"registrar@drysrhu.ap.gov.in","239","4","do_not_mail","possible_trap","registrar","False"
"vc@drysrhu.ap.gov.in","239","5","invalid","does_not_accept_mail","vc","False"
"registrar@dseu.ac.in","240","4","do_not_mail","possible_trap","registrar","False"
"vc@dseu.ac.in","240","5","valid","","vc","False"
"registrar@dsmru.up.nic.in","241","4","do_not_mail","global_suppression","registrar","False"
"vc@dsmru.up.nic.in","241","5","do_not_mail","global_suppression","vc","False"
"registrar@dsrrauexam.org","242","4","do_not_mail","possible_trap","registrar","False"
"vc@dsrrauexam.org","242","5","invalid","mailbox_not_found","vc","False"
"registrar@duk.ac.in","243","4","do_not_mail","possible_trap","registrar","False"
"vc@duk.ac.in","243","5","valid","","vc","False"
"registrar@eprocure.gov.in","244","4","do_not_mail","global_suppression","registrar","False"
"vc@eprocure.gov.in","244","5","do_not_mail","global_suppression","vc","False"
"registrar@fmuniversity.nic.in","245","4","do_not_mail","global_suppression","registrar","False"
"vc@fmuniversity.nic.in","245","5","do_not_mail","global_suppression","vc","False"
"registrar@gbu.gujarat.gov.in","246","4","invalid","does_not_accept_mail","registrar","False"
"vc@gbu.gujarat.gov.in","246","5","invalid","does_not_accept_mail","vc","False"
"registrar@gramodayachitrakoot.ac.in","247","4","do_not_mail","possible_trap","registrar","False"
"vc@gramodayachitrakoot.ac.in","247","5","valid","","vc","False"
"registrar@graupunjab.org","248","4","do_not_mail","possible_trap","registrar","False"
"vc@graupunjab.org","248","5","invalid","does_not_accept_mail","vc","False"
"registrar@gug.ac.in","249","4","do_not_mail","possible_trap","registrar","False"
"vc@gug.ac.in","249","5","valid","","vc","False"
"registrar@hbtu.ac.in","250","4","do_not_mail","possible_trap","registrar","False"
"vc@hbtu.ac.in","250","5","valid","","vc","False"
"registrar@hju.ac.in","251","4","do_not_mail","possible_trap","registrar","False"
"vc@hju.ac.in","251","5","catch-all","","vc","False"
"registrar@hpuniv.ac.in","252","4","do_not_mail","possible_trap","registrar","False"
"vc@hpuniv.ac.in","252","5","catch-all","","vc","False"
"registrar@igkv.ac.in","253","4","do_not_mail","possible_trap","registrar","False"
"vc@igkv.ac.in","253","5","valid","","vc","False"
"registrar@india.gov.in","254","4","do_not_mail","possible_trap","registrar","False"
"vc@india.gov.in","254","5","catch-all","","vc","False"
"registrar@ioe.ugc.ac.in","255","4","do_not_mail","possible_trap","registrar","False"
"vc@ioe.ugc.ac.in","255","5","invalid","does_not_accept_mail","vc","False"
"registrar@jbu.ac.in","256","4","do_not_mail","possible_trap","registrar","False"
"vc@jbu.ac.in","256","5","valid","","vc","False"
"registrar@jharkhanduniversities.nic.in","257","4","invalid","no_dns_entries","registrar","False"
"vc@jharkhanduniversities.nic.in","257","5","invalid","no_dns_entries","vc","False"
"registrar@jhkaushalvedskill.university","258","4","do_not_mail","possible_trap","registrar","False"
"vc@jhkaushalvedskill.university","258","5","invalid","mailbox_not_found","vc","False"
"registrar@jntukucev.ac.in","259","4","do_not_mail","possible_trap","registrar","False"
"vc@jntukucev.ac.in","259","5","invalid","mailbox_not_found","vc","False"
"registrar@jpv.ac.in","260","4","do_not_mail","possible_trap","registrar","False"
"vc@jpv.ac.in","260","5","invalid","mailbox_not_found","vc","False"
"registrar@kalahandiuniversity.ac.in","261","4","do_not_mail","possible_trap","registrar","False"
"vc@kalahandiuniversity.ac.in","261","5","valid","","vc","False"
"registrar@kaushalyaskilluniversity.ac.in","262","4","do_not_mail","possible_trap","registrar","False"
"vc@kaushalyaskilluniversity.ac.in","262","5","invalid","mailbox_not_found","vc","False"
"registrar@kmclu.ac.in","263","4","do_not_mail","possible_trap","registrar","False"
"vc@kmclu.ac.in","263","5","valid","","vc","False"
"registrar@knruhs.telangana.gov.in","264","4","invalid","does_not_accept_mail","registrar","False"
"vc@knruhs.telangana.gov.in","264","5","invalid","does_not_accept_mail","vc","False"
"registrar@kokrajharuniversity.ac.in","265","4","do_not_mail","possible_trap","registrar","False"
"vc@kokrajharuniversity.ac.in","265","5","invalid","mailbox_not_found","vc","False"
"registrar@kslu.karnataka.gov.in","266","4","invalid","does_not_accept_mail","registrar","False"
"vc@kslu.karnataka.gov.in","266","5","invalid","does_not_accept_mail","vc","False"
"registrar@ksoumysuru.ac.in","267","4","do_not_mail","possible_trap","registrar","False"
"vc@ksoumysuru.ac.in","267","5","invalid","mailbox_quota_exceeded","vc","False"
"registrar@ksrdpru.ac.in","268","4","invalid","does_not_accept_mail","registrar","False"
"vc@ksrdpru.ac.in","268","5","invalid","does_not_accept_mail","vc","False"
"registrar@kttv.edu.in","269","4","do_not_mail","possible_trap","registrar","False"
"vc@kttv.edu.in","269","5","invalid","does_not_accept_mail","vc","False"
"registrar@ktu.edu.in","270","4","do_not_mail","possible_trap","registrar","False"
"vc@ktu.edu.in","270","5","valid","","vc","False"
