"email_address","institute_sr_no","email_seq","ZB Status","ZB Sub status","ZB Account","ZB Free Email"
"registrar@rdunijbpin.org","165","4","invalid","does_not_accept_mail","registrar","False"
"vc@rdunijbpin.org","165","5","invalid","does_not_accept_mail","vc","False"
"vc@saurashtrauniversity.edu","173","5","invalid","mailbox_not_found","vc","False"
"vc@spuvvn.edu","181","5","invalid","mailbox_not_found","vc","False"
"vc@srtmun.org","182","5","invalid","does_not_accept_mail","vc","False"
"registrar@tmbu.org","186","4","invalid","does_not_accept_mail","registrar","False"
"vc@tmbu.org","186","5","invalid","does_not_accept_mail","vc","False"
"vc@tnau.ac.in","187","5","invalid","mailbox_not_found","vc","False"
"registrar@tumkuruniversity.ac.in","188","4","invalid","does_not_accept_mail","registrar","False"
"vc@tumkuruniversity.ac.in","188","5","invalid","does_not_accept_mail","vc","False"
"vc@uau.ac.in","190","5","invalid","mailbox_not_found","vc","False"
"registrar@ugc.ac.in","192","4","invalid","does_not_accept_mail","registrar","False"
"vc@ugc.ac.in","192","5","invalid","does_not_accept_mail","vc","False"
"vc@unishivaji.ac.in","196","5","invalid","mailbox_not_found","vc","False"
"vc@unom.ac.in","197","5","invalid","mailbox_not_found","vc","False"
"vc@upvetuniv.edu.in","201","5","invalid","mailbox_not_found","vc","False"
"registrar@uuc.ac.in","202","4","invalid","does_not_accept_mail","registrar","False"
"vc@uuc.ac.in","202","5","invalid","does_not_accept_mail","vc","False"
"registrar@vidyasagar.ac.in","204","4","invalid","does_not_accept_mail","registrar","False"
"vc@vidyasagar.ac.in","204","5","invalid","does_not_accept_mail","vc","False"
"vc@vimsar.ac.in","205","5","invalid","mailbox_not_found","vc","False"
"registrar@vtu.ac.in","210","4","invalid","does_not_accept_mail","registrar","False"
"vc@vtu.ac.in","210","5","invalid","does_not_accept_mail","vc","False"
"vc@angrau.ac.in","216","5","invalid","mailbox_not_found","vc","False"
"vc@apfu.ap.gov.in","217","5","invalid","does_not_accept_mail","vc","False"
"vc@biharsports.org","225","5","invalid","mailbox_not_found","vc","False"
"registrar@brauss.in","227","4","invalid","does_not_accept_mail","registrar","False"
"vc@brauss.in","227","5","invalid","does_not_accept_mail","vc","False"
"vc@btu.ac.in","228","5","invalid","mailbox_not_found","vc","False"
"vc@deb.ugc.ac.in","236","5","invalid","does_not_accept_mail","vc","False"
"registrar@drntruhs.in","238","4","invalid","does_not_accept_mail","registrar","False"
"vc@drntruhs.in","238","5","invalid","does_not_accept_mail","vc","False"
"vc@drysrhu.ap.gov.in","239","5","invalid","does_not_accept_mail","vc","False"
"vc@dsrrauexam.org","242","5","invalid","mailbox_not_found","vc","False"
"registrar@gbu.gujarat.gov.in","246","4","invalid","does_not_accept_mail","registrar","False"
"vc@gbu.gujarat.gov.in","246","5","invalid","does_not_accept_mail","vc","False"
"vc@graupunjab.org","248","5","invalid","does_not_accept_mail","vc","False"
"vc@ioe.ugc.ac.in","255","5","invalid","does_not_accept_mail","vc","False"
"registrar@jharkhanduniversities.nic.in","257","4","invalid","no_dns_entries","registrar","False"
"vc@jharkhanduniversities.nic.in","257","5","invalid","no_dns_entries","vc","False"
"vc@jhkaushalvedskill.university","258","5","invalid","mailbox_not_found","vc","False"
"vc@jntukucev.ac.in","259","5","invalid","mailbox_not_found","vc","False"
"vc@jpv.ac.in","260","5","invalid","mailbox_not_found","vc","False"
"vc@kaushalyaskilluniversity.ac.in","262","5","invalid","mailbox_not_found","vc","False"
"registrar@knruhs.telangana.gov.in","264","4","invalid","does_not_accept_mail","registrar","False"
"vc@knruhs.telangana.gov.in","264","5","invalid","does_not_accept_mail","vc","False"
"vc@kokrajharuniversity.ac.in","265","5","invalid","mailbox_not_found","vc","False"
"registrar@kslu.karnataka.gov.in","266","4","invalid","does_not_accept_mail","registrar","False"
"vc@kslu.karnataka.gov.in","266","5","invalid","does_not_accept_mail","vc","False"
"vc@ksoumysuru.ac.in","267","5","invalid","mailbox_quota_exceeded","vc","False"
"registrar@ksrdpru.ac.in","268","4","invalid","does_not_accept_mail","registrar","False"
"vc@ksrdpru.ac.in","268","5","invalid","does_not_accept_mail","vc","False"
"vc@kttv.edu.in","269","5","invalid","does_not_accept_mail","vc","False"
"registrar@kuk.karnataka.gov.in","271","4","invalid","does_not_accept_mail","registrar","False"
"vc@kuk.karnataka.gov.in","271","5","invalid","does_not_accept_mail","vc","False"
"vc@madhabdevuniversity.ac.in","275","5","invalid","mailbox_not_found","vc","False"
"vc@mbbuniversity.ac.in","276","5","invalid","mailbox_not_found","vc","False"
"vc@mcbu.ac.in","278","5","invalid","mailbox_not_found","vc","False"
"vc@mcu.karnataka.gov.in","279","5","invalid","does_not_accept_mail","vc","False"
"vc@mkuniversity.ac.in","282","5","invalid","mailbox_not_found","vc","False"
"vc@mvvu.ac.in","290","5","invalid","does_not_accept_mail","vc","False"
"registrar@nagarjunauniversity.ac.in","291","4","invalid","does_not_accept_mail","registrar","False"
"vc@nagarjunauniversity.ac.in","291","5","invalid","does_not_accept_mail","vc","False"
"vc@nagpuruniversity.ac.in","292","5","invalid","mailbox_not_found","vc","False"
"vc@nlc.ac.in","293","5","invalid","mailbox_not_found","vc","False"
"vc@odiauniversity.ac.in","295","5","invalid","does_not_accept_mail","vc","False"
"registrar@ptsnsuniversity.ac.in","299","4","invalid","does_not_accept_mail","registrar","False"
"vc@ptsnsuniversity.ac.in","299","5","invalid","does_not_accept_mail","vc","False"
"vc@rajuvas.ac.in","302","5","invalid","does_not_accept_mail","vc","False"
"registrar@rajuvas.org","303","4","invalid","does_not_accept_mail","registrar","False"
"vc@rajuvas.org","303","5","invalid","does_not_accept_mail","vc","False"
"vc@ralvv.mponline.gov.in","304","5","invalid","does_not_accept_mail","vc","False"
"vc@rdwu.ac.in","306","5","invalid","mailbox_not_found","vc","False"
"vc@sbssu.ac.in","309","5","invalid","does_not_accept_mail","vc","False"
"registrar@sgsu.gujarat.gov.in","311","4","invalid","does_not_accept_mail","registrar","False"
"vc@sgsu.gujarat.gov.in","311","5","invalid","does_not_accept_mail","vc","False"
"vc@svuniversity.edu.in","317","5","invalid","mailbox_not_found","vc","False"
"vc@tnnlu.ac.in","319","5","invalid","mailbox_not_found","vc","False"
"vc@uamp.ugc.ac.in","321","5","invalid","does_not_accept_mail","vc","False"
"vc@uasmandya.co.in","322","5","invalid","does_not_accept_mail","vc","False"
"vc@ugchindi.ugc.ac.in","323","5","invalid","does_not_accept_mail","vc","False"
"vc@universitysolutions.in","324","5","invalid","mailbox_not_found","vc","False"
"vc@vksu.ac.in","327","5","invalid","mailbox_not_found","vc","False"
"registrar@waranauniversity.org","330","4","invalid","does_not_accept_mail","registrar","False"
"vc@waranauniversity.org","330","5","invalid","does_not_accept_mail","vc","False"
"vc@andhrauniversity.edu.in","334","5","invalid","mailbox_not_found","vc","False"
"vc@aujodhpur.ac.in","335","5","invalid","mailbox_not_found","vc","False"
"vc@basu.org.in","336","5","invalid","mailbox_not_found","vc","False"
"vc@cet.edu.in","348","5","invalid","mailbox_not_found","vc","False"
"vc@cusat.ac.in","352","5","invalid","mailbox_not_found","vc","False"
"vc@drrmlims.ac.in","355","5","invalid","mailbox_not_found","vc","False"
"vc@himtu.ac.in","361","5","invalid","mailbox_not_found","vc","False"
"vc@iiit-bh.ac.in","365","5","invalid","mailbox_not_found","vc","False"
"vc@iiitnr.ac.in","366","5","invalid","mailbox_not_found","vc","False"
"vc@mguwb.org.in","378","5","invalid","mailbox_not_found","vc","False"
"vc@motherteresawomenuniv.ac.in","383","5","invalid","mailbox_not_found","vc","False"
"vc@nowgongcollege.edu.in","394","5","invalid","mailbox_not_found","vc","False"
"vc@oucwkoti.ac.in","398","5","invalid","mailbox_not_found","vc","False"
"vc@purneauniversity.ac.in","402","5","invalid","mailbox_not_found","vc","False"
"registrar@rrbmuniv.ac.in","405","4","invalid","does_not_accept_mail","registrar","False"
"vc@rrbmuniv.ac.in","405","5","invalid","does_not_accept_mail","vc","False"
"vc@sggcg.in","408","5","invalid","mailbox_not_found","vc","False"
"vc@svvu.edu.in","412","5","invalid","mailbox_not_found","vc","False"
"vc@tnpesu.org","417","5","invalid","mailbox_not_found","vc","False"
"vc@uok.edu.in","424","5","invalid","mailbox_not_found","vc","False"
"vc@vikramdevuniversity.ac.in","428","5","invalid","does_not_accept_mail","vc","False"
"vc@wbnsou.ac.in","430","5","invalid","mailbox_not_found","vc","False"
"vc@bvuniversity.edu.in","435","5","invalid","mailbox_not_found","vc","False"
"vc@amrita.edu","438","5","invalid","mailbox_not_found","vc","False"
"registrar@banasthali.org","439","4","invalid","does_not_accept_mail","registrar","False"
"vc@banasthali.org","439","5","invalid","does_not_accept_mail","vc","False"
"vc@cife.edu.in","443","5","invalid","mailbox_not_found","vc","False"
"vc@cihts.ac.in","444","5","invalid","mailbox_not_found","vc","False"
"registrar@dypatil.ac.in","447","4","invalid","does_not_accept_mail","registrar","False"
"vc@dypatil.ac.in","447","5","invalid","does_not_accept_mail","vc","False"
"vc@gitam.edu","449","5","invalid","mailbox_not_found","vc","False"
"vc@gkv.ac.in","450","5","invalid","mailbox_not_found","vc","False"
"vc@hbni.ac.in","452","5","invalid","mailbox_not_found","vc","False"
"registrar@iari.res.in","454","4","invalid","does_not_accept_mail","registrar","False"
"vc@iari.res.in","454","5","invalid","does_not_accept_mail","vc","False"
"vc@icfre.org","456","5","invalid","mailbox_not_found","vc","False"
"vc@igidr.ac.in","458","5","invalid","mailbox_not_found","vc","False"
"vc@jamiahamdard.edu","464","5","invalid","mailbox_not_found","vc","False"
"vc@jncasr.ac.in","466","5","invalid","mailbox_not_found","vc","False"
"vc@lnmiit.ac.in","469","5","invalid","mailbox_not_found","vc","False"
"vc@ngbv.ac.in","473","5","invalid","does_not_accept_mail","vc","False"
"vc@sastra.edu","480","5","invalid","mailbox_not_found","vc","False"
"vc@sduu.ac.in","483","5","invalid","mailbox_not_found","vc","False"
"vc@shobhituniversity.ac.in","485","5","invalid","mailbox_not_found","vc","False"
"vc@sumandeepvidyapeethdu.edu.in","490","5","invalid","mailbox_not_found","vc","False"
"vc@yenepoya.edu.in","493","5","invalid","mailbox_not_found","vc","False"
"vc@cibs.ac.in","498","5","invalid","mailbox_not_found","vc","False"
"vc@iisc.ac.in","506","5","invalid","mailbox_not_found","vc","False"
"vc@ili.ac.in","507","5","invalid","mailbox_not_found","vc","False"
"registrar@kaher.edu.in","510","4","invalid","does_not_accept_mail","registrar","False"
"vc@kaher.edu.in","510","5","invalid","does_not_accept_mail","vc","False"
"vc@kalasalingam.ac.in","511","5","invalid","mailbox_not_found","vc","False"
"vc@kristujayanti.edu.in","516","5","invalid","mailbox_not_found","vc","False"
"vc@manavrachna.edu.in","519","5","invalid","mailbox_not_found","vc","False"
"vc@mits.ac.in","520","5","invalid","mailbox_not_found","vc","False"
"vc@ndri.res.in","522","5","invalid","mailbox_not_found","vc","False"
"vc@niamt.ac.in","523","5","invalid","mailbox_not_found","vc","False"
"vc@pec.ac.in","526","5","invalid","mailbox_not_found","vc","False"
"vc@phfi.org","527","5","invalid","mailbox_not_found","vc","False"
"vc@pimrindore.ac.in","528","5","invalid","mailbox_not_found","vc","False"
"vc@santosh.ac.in","529","5","invalid","mailbox_not_found","vc","False"
"vc@web.mitsgwalior.in","535","5","invalid","does_not_accept_mail","vc","False"
"vc@aurora.ac.in","538","5","invalid","mailbox_not_found","vc","False"
"vc@cit.ac.in","541","5","invalid","mailbox_not_found","vc","False"
"vc@cmi.ac.in","542","5","invalid","mailbox_not_found","vc","False"
"vc@cvv.ac.in","543","5","invalid","mailbox_not_found","vc","False"
"vc@dei.ac.in","545","5","invalid","mailbox_not_found","vc","False"
"vc@geu.ac.in","548","5","invalid","mailbox_not_found","vc","False"
"vc@iipsindia.ac.in","550","5","invalid","mailbox_not_found","vc","False"
"vc@mmumullana.org","559","5","invalid","mailbox_not_found","vc","False"
"vc@nitttrchd.ac.in","562","5","invalid","mailbox_not_found","vc","False"
"vc@nitttrkol.ac.in","563","5","invalid","mailbox_not_found","vc","False"
"vc@pravara.com","567","5","invalid","mailbox_not_found","vc","False"
"vc@sirjjschoolofart.in","570","5","invalid","mailbox_not_found","vc","False"
"vc@staloysius.edu.in","573","5","invalid","mailbox_not_found","vc","False"
"vc@tcetmumbai.in","574","5","invalid","mailbox_not_found","vc","False"
"vc@tcgcrest.org","575","5","invalid","mailbox_not_found","vc","False"
"vc@tiss.edu","579","5","invalid","mailbox_not_found","vc","False"
"vc@veltech.edu.in","580","5","invalid","mailbox_not_found","vc","False"
"registrar@igtamsu.ac.in.","582","4","invalid","failed_syntax_check","","False"
"vc@igtamsu.ac.in.","582","5","invalid","failed_syntax_check","","False"
"vc@abhilashiuniversity.com","584","5","invalid","does_not_accept_mail","vc","False"
"vc@abhyudayuniversity.com","585","5","invalid","mailbox_not_found","vc","False"
"vc@capitaluniversitysikkim.com","587","5","invalid","mailbox_not_found","vc","False"
"vc@gdgoenkauniversity.com","591","5","invalid","mailbox_not_found","vc","False"
"vc@iimtu.com","594","5","invalid","mailbox_not_found","vc","False"
"vc@iiuler.com","595","5","invalid","mailbox_not_found","vc","False"
"registrar@jodhpurnationaluniversity.com","596","4","invalid","does_not_accept_mail","registrar","False"
"vc@jodhpurnationaluniversity.com","596","5","invalid","does_not_accept_mail","vc","False"
"registrar@jvwomensuniv.com","597","4","invalid","does_not_accept_mail","registrar","False"
"vc@jvwomensuniv.com","597","5","invalid","does_not_accept_mail","vc","False"
"vc@karnavatiuniversity.com","598","5","invalid","mailbox_not_found","vc","False"
"vc@matagujriuniversity.com","600","5","invalid","mailbox_not_found","vc","False"
"vc@mmyvv.com","604","5","invalid","mailbox_not_found","vc","False"
"registrar@mumt.com","605","4","invalid","does_not_accept_mail","registrar","False"
"vc@mumt.com","605","5","invalid","does_not_accept_mail","vc","False"
"registrar@patanjaliuniversity.com","606","4","invalid","no_dns_entries","registrar","False"
"vc@patanjaliuniversity.com","606","5","invalid","no_dns_entries","vc","False"
"vc@rayatbahrahsp.com","608","5","invalid","mailbox_not_found","vc","False"
"vc@sikkiminternationaluniversity.com","613","5","invalid","mailbox_not_found","vc","False"
"registrar@sonadeviuniversity.com","616","4","invalid","does_not_accept_mail","registrar","False"
"vc@sonadeviuniversity.com","616","5","invalid","does_not_accept_mail","vc","False"
"vc@amity.edu","619","5","invalid","mailbox_not_found","vc","False"
"registrar@university.apeejay.edu","620","4","invalid","does_not_accept_mail","registrar","False"
"vc@university.apeejay.edu","620","5","invalid","does_not_accept_mail","vc","False"
"vc@ncuindia.edu","624","5","invalid","mailbox_not_found","vc","False"
"vc@pes.edu","626","5","invalid","mailbox_not_found","vc","False"
"vc@raiuniversity.edu","627","5","invalid","mailbox_not_found","vc","False"
"vc@somaiya.edu","628","5","invalid","mailbox_not_found","vc","False"
"registrar@eternaluniversity.edu.i","629","4","invalid","failed_syntax_check","","False"
"vc@eternaluniversity.edu.i","629","5","invalid","failed_syntax_check","","False"
"vc@anjaneyauniversity.ac.in","639","5","invalid","mailbox_not_found","vc","False"
"vc@asbm.ac.in","643","5","invalid","mailbox_not_found","vc","False"
"vc@bbdu.ac.in","647","5","invalid","mailbox_not_found","vc","False"
"vc@bnuniversity.ac.in","653","5","invalid","mailbox_not_found","vc","False"
"vc@cept.ac.in","655","5","invalid","mailbox_not_found","vc","False"
"vc@charusat.ac.in","657","5","invalid","mailbox_not_found","vc","False"
"registrar@cushahuniversity.ac.in","659","4","invalid","does_not_accept_mail","registrar","False"
"vc@cushahuniversity.ac.in","659","5","invalid","does_not_accept_mail","vc","False"
"vc@daiict.ac.in","664","5","invalid","mailbox_not_found","vc","False"
"vc@dsuniversity.ac.in","668","5","invalid","mailbox_not_found","vc","False"
"vc@durgasorenuniversity.ac.in","670","5","invalid","mailbox_not_found","vc","False"
"vc@ganpatuniversity.ac.in","674","5","invalid","mailbox_not_found","vc","False"
"vc@glsuniversity.ac.in","678","5","invalid","mailbox_not_found","vc","False"
"vc@gokuluniversity.ac.in","681","5","invalid","mailbox_not_found","vc","False"
"vc@gsuniversity.ac.in","682","5","invalid","mailbox_not_found","vc","False"
"vc@itm.ac.in","694","5","invalid","mailbox_not_found","vc","False"
"vc@itmbu.ac.in","695","5","invalid","mailbox_not_found","vc","False"
"registrar@jaypeeu.ac.in","697","4","invalid","does_not_accept_mail","registrar","False"
"vc@jaypeeu.ac.in","697","5","invalid","does_not_accept_mail","vc","False"
"vc@jjtu.ac.in","699","5","invalid","mailbox_not_found","vc","False"
"vc@jmau.ac.in","700","5","invalid","mailbox_not_found","vc","False"
"vc@kpgu.ac.in","709","5","invalid","mailbox_not_found","vc","False"
"registrar@lyu.ac.in","713","4","invalid","no_dns_entries","registrar","False"
"vc@lyu.ac.in","713","5","invalid","no_dns_entries","vc","False"
"vc@marwadiuniversity.ac.in","716","5","invalid","mailbox_not_found","vc","False"
"vc@modyuniversity.ac.in","724","5","invalid","mailbox_not_found","vc","False"
"vc@monarkuni.ac.in","725","5","invalid","mailbox_not_found","vc","False"
"vc@mvgu.ac.in","730","5","invalid","mailbox_not_found","vc","False"
"vc@nsuniv.ac.in","735","5","invalid","mailbox_not_found","vc","False"
"vc@nuv.ac.in","736","5","invalid","mailbox_not_found","vc","False"
"vc@paruluniversity.ac.in","739","5","invalid","mailbox_not_found","vc","False"
"vc@ppsu.ac.in","742","5","invalid","mailbox_not_found","vc","False"
"vc@sangamuniversity.ac.in","751","5","invalid","mailbox_not_found","vc","False"
"vc@sarvajanikuniversity.ac.in","753","5","invalid","mailbox_not_found","vc","False"
"vc@sgtuniversity.ac.in","758","5","invalid","mailbox_not_found","vc","False"
"vc@shreyarthuni.ac.in","761","5","invalid","mailbox_not_found","vc","False"
"vc@sigmauniversity.ac.in","762","5","invalid","mailbox_not_found","vc","False"
"vc@srmuniversity.ac.in","773","5","invalid","mailbox_not_found","vc","False"
"vc@sspu.ac.in","776","5","invalid","mailbox_not_found","vc","False"
"vc@suas.ac.in","777","5","invalid","mailbox_not_found","vc","False"
"vc@sug.ac.in","778","5","invalid","mailbox_not_found","vc","False"
"vc@suni.ac.in","779","5","invalid","mailbox_not_found","vc","False"
"vc@svgu.ac.in","780","5","invalid","mailbox_not_found","vc","False"
"vc@svkmnmimsgu.ac.in","781","5","invalid","mailbox_not_found","vc","False"
"vc@upluniversity.ac.in","790","5","invalid","mailbox_not_found","vc","False"
"vc@utu.ac.in","791","5","invalid","mailbox_not_found","vc","False"
"vc@vgu.ac.in","792","5","invalid","mailbox_not_found","vc","False"
"vc@vidhyadeepuni.ac.in","793","5","invalid","mailbox_not_found","vc","False"
"vc@vupune.ac.in","798","5","invalid","mailbox_not_found","vc","False"
"vc@vvwusurat.ac.in","800","5","invalid","mailbox_not_found","vc","False"
"vc@adityauniversity.in","805","5","invalid","mailbox_not_found","vc","False"
"vc@amaltasuniversity.in","807","5","invalid","mailbox_not_found","vc","False"
"vc@arni.in","808","5","invalid","mailbox_not_found","vc","False"
"vc@auniv.in","809","5","invalid","does_not_accept_mail","vc","False"
"vc@apexuniversity.co.in","811","5","invalid","mailbox_not_found","vc","False"
"vc@sikkimglobaltechnicaluniversity.co.in","812","5","invalid","mailbox_not_found","vc","False"
"vc@singhaniauniversity.co.in","813","5","invalid","mailbox_not_found","vc","False"
"vc@coeruniversity.in","815","5","invalid","does_not_accept_mail","vc","False"
"vc@cpur.in","817","5","invalid","mailbox_not_found","vc","False"
"vc@cuchd.in","819","5","invalid","mailbox_not_found","vc","False"
"vc@anu.edu.in","835","5","invalid","mailbox_not_found","vc","False"
"vc@azimpremjiuniversity.edu.in","842","5","invalid","mailbox_not_found","vc","False"
"vc@bhabhauniversity.edu.in","846","5","invalid","mailbox_quota_exceeded","vc","False"
"vc@bhaikakauniv.edu.in","847","5","invalid","mailbox_not_found","vc","False"
"vc@biu.edu.in","848","5","invalid","mailbox_not_found","vc","False"
"vc@chanakyauniversity.edu.in","850","5","invalid","mailbox_not_found","vc","False"
"vc@cvmu.edu.in","855","5","invalid","mailbox_not_found","vc","False"
"vc@dituniversity.edu.in","857","5","invalid","mailbox_not_found","vc","False"
"vc@dypatiluniversitypune.edu.in","861","5","invalid","mailbox_not_found","vc","False"
"vc@gmiu.edu.in","871","5","invalid","mailbox_not_found","vc","False"
"vc@gmu.edu.in","872","5","invalid","mailbox_not_found","vc","False"
"vc@gsfcuni.edu.in","874","5","invalid","mailbox_not_found","vc","False"
"vc@iihmr.edu.in","877","5","invalid","mailbox_not_found","vc","False"
"vc@iumeghalaya.edu.in","885","5","invalid","mailbox_not_found","vc","False"
"vc@jauharuniversity.edu.in","889","5","invalid","mailbox_not_found","vc","False"
"vc@jecrcuniversity.edu.in","890","5","invalid","mailbox_not_found","vc","False"
"vc@jnctpu.edu.in","894","5","invalid","mailbox_not_found","vc","False"
"vc@kmu.edu.in","901","5","invalid","mailbox_not_found","vc","False"
"vc@krea.edu.in","903","5","invalid","mailbox_not_found","vc","False"
"vc@lordsuni.edu.in","906","5","invalid","mailbox_not_found","vc","False"
"vc@madhavuniversity.edu.in","907","5","invalid","mailbox_not_found","vc","False"
"vc@manavbhartiuniversity.edu.in","910","5","invalid","mailbox_not_found","vc","False"
"vc@mituniversity.edu.in","912","5","invalid","mailbox_not_found","vc","False"
"vc@nmvuniversity.edu.in","923","5","invalid","mailbox_not_found","vc","False"
"vc@pcu.edu.in","925","5","invalid","mailbox_not_found","vc","False"
"vc@plastindia.edu.in","930","5","invalid","mailbox_not_found","vc","False"
"vc@poornima.edu.in","931","5","invalid","mailbox_not_found","vc","False"
"registrar@pratap.edu.in","932","4","invalid","no_dns_entries","registrar","False"
"vc@pratap.edu.in","932","5","invalid","no_dns_entries","vc","False"
"vc@rsru.edu.in","940","5","invalid","mailbox_not_found","vc","False"
"vc@sabarmatiuniversity.edu.in","942","5","invalid","mailbox_not_found","vc","False"
"vc@sanskriti.edu.in","946","5","invalid","mailbox_not_found","vc","False"
"registrar@sbup.edu.in","950","4","invalid","no_dns_entries","registrar","False"
"vc@sbup.edu.in","950","5","invalid","no_dns_entries","vc","False"
"vc@sengolinternationaluniversity.edu.in","952","5","invalid","mailbox_not_found","vc","False"
"vc@smdu.edu.in","957","5","invalid","mailbox_not_found","vc","False"
"vc@smru.edu.in","958","5","invalid","mailbox_not_found","vc","False"
"vc@spusikkim.edu.in","963","5","invalid","mailbox_not_found","vc","False"
"vc@sriaurobindouniversity.edu.in","966","5","invalid","mailbox_not_found","vc","False"
"vc@swarrnim.edu.in","976","5","invalid","mailbox_not_found","vc","False"
"vc@tsm.edu.in","980","5","invalid","mailbox_not_found","vc","False"
"vc@jaipur.uem.edu.in","982","5","invalid","does_not_accept_mail","vc","False"
"vc@universalskilltechuniversity.edu.in","984","5","invalid","mailbox_not_found","vc","False"
"vc@veltechrsap.edu.in","988","5","invalid","mailbox_not_found","vc","False"
"vc@woxsen.edu.in","992","5","invalid","mailbox_not_found","vc","False"
"vc@gurukashiuniversity.in","996","5","invalid","mailbox_not_found","vc","False"
"vc@jguni.in","999","5","invalid","mailbox_not_found","vc","False"
"vc@mangalayatan.in","1003","5","invalid","mailbox_not_found","vc","False"
"vc@mepedu.in","1004","5","invalid","mailbox_not_found","vc","False"
"vc@mindpoweruniversity.in","1005","5","invalid","mailbox_not_found","vc","False"
"vc@niituniversity.in","1007","5","invalid","mailbox_not_found","vc","False"
"vc@ksvuniversity.org.in","1008","5","invalid","mailbox_not_found","vc","False"
"vc@svu.org.in","1009","5","invalid","mailbox_not_found","vc","False"
"vc@presidencyuniversity.in","1011","5","invalid","mailbox_not_found","vc","False"
"vc@ruj-bsdu.in","1014","5","invalid","mailbox_not_found","vc","False"
"vc@sageuniversity.in","1015","5","invalid","mailbox_not_found","vc","False"
"vc@sanskaramuniversity.in","1016","5","invalid","mailbox_not_found","vc","False"
"registrar@sauniv.in","1017","4","invalid","no_dns_entries","registrar","False"
"vc@sauniv.in","1017","5","invalid","no_dns_entries","vc","False"
"vc@soauniversity.in","1020","5","invalid","mailbox_not_found","vc","False"
"vc@uudoon.in","1022","5","invalid","mailbox_not_found","vc","False"
"vc@gyanvihar.org","1027","5","invalid","mailbox_not_found","vc","False"
"vc@homoeopathyuniversity.org","1028","5","invalid","mailbox_not_found","vc","False"
"vc@khongnangthabauniversity.org","1032","5","invalid","does_not_accept_mail","vc","False"
